date,cases,new_cases,cases_per_10k,cases_last_14_days,avg_cases_last_14_days,population
2022-08-31,8557,8,2345,114,8,36484
2022-09-01,8584,27,2353,136,10,36484
2022-09-02,8614,30,2361,166,12,36484
2022-09-03,8614,0,2361,166,12,36484
2022-09-04,8614,0,2361,166,12,36484
2022-09-05,8644,30,2369,170,12,36484
2022-09-06,8649,5,2371,172,12,36484
2022-09-07,8661,12,2374,177,13,36484
2022-09-08,8674,13,2377,174,12,36484
2022-09-09,8690,16,2382,179,13,36484
2022-09-10,8690,0,2382,179,13,36484
2022-09-11,8690,0,2382,179,13,36484
2022-09-12,8718,28,2390,172,12,36484
2022-09-13,8729,11,2393,180,13,36484
